stop_name,stop_id,stop_lat,stop_lon
Depot-42 Gate Departure,tb,12.89556,77.70554
Depot-42 Kodathi,4b5,12.89596,77.7041
Depot-43 Gate,3bd,13.06565,77.4255
Depot-43 Gate,5ul,13.06595,77.42564
Depot-43 Shivanapura,2cn,13.0668,77.42575
Depot-44 Anjanapura,5j7,12.85538,77.56969
Depot-45 Gate,310,13.0829,77.55072
Depot-45 Gate,4m7,13.08298,77.55066
Depot-45 MS Palya,2h0,13.08431,77.55046
Depot-46 Gate,35c,13.18748,77.5634
Depot-46 Sadenahalli,55p,13.18393,77.56681
Depot-47 Gate,204,13.08474,77.73178
Depot-47 Manduru,3xi,13.08535,77.73146
Depot-48 Byrathibande,b3,13.07668,77.65422
Depot-48 Gate,34p,13.07752,77.65472
Depot-48 Gate,z4,13.07756,77.65467
Depot-49 Bidadi,503,12.80177,77.39285
Depot-50 Devanahalli,1lv,13.24698,77.71744
Depot-51 Sadaramangala,450,12.99672,77.72654
Depot-51 Sadaramangala Arrival,583,12.99596,77.72624
Depot-51 Sadaramangala Departure,45o,12.99606,77.72622
Depot-9,4d5,13.0195,77.50022
Deshnarayanaswamy Temple,3bm,13.13719,77.74576
Deshnarayanaswamy Temple,5ux,13.13726,77.74569
Design Global Mavallipura,3dl,13.1313,77.53093
Design Global Mavallipura,3ed,13.13126,77.53097
Deva Machohalli Cross,4,12.96536,77.38112
Deva Machohalli Cross,mr,12.96552,77.3811
Devadiga Soudha,147,12.9265,77.51998
Devadiga Soudha,52d,12.92658,77.52002
Devaganahalli,5pw,13.25331,77.64888
Devaganahalli,680,13.2531,77.64887
Devagere,1vo,12.85669,77.46556
Devagere,2lr,12.85653,77.4657
Devagere Colony,5vc,12.85357,77.45801
Devagere Cross,3vc,12.86431,77.45713
Devagere Cross,5xn,12.86428,77.45713
Devaiah Park,5vv,12.99642,77.56419
Devaiah Park,8o,12.99628,77.56424
Devalapura,4wo,12.98457,77.82944
Devalapura,i9,12.98466,77.82936
Devalapura Circle,3gw,12.98277,77.82836
Devalapura Circle,5pu,12.98272,77.82842
Devanagondi,4ma,12.97407,77.83869
Devanagondi,5ja,12.97405,77.83873
Devanagondi IOC,2s8,12.98789,77.83736
Devanagondi IOC,4u8,12.98799,77.83728
Devanagondi LPG,673,12.98996,77.83018
Devanagondi LPG,i0,12.98996,77.83009
Devanagondi Railway Station,2uo,12.98534,77.82956
Devanagondi Railway Station,44y,12.98547,77.82975
Devanagundi Cross,5ci,13.06038,77.82715
Devanagundi Cross,pu,13.06044,77.82737
Devanahalli Bypass NH-7,3i8,13.24207,77.70346
Devanahalli Bypass NH-7,mo,13.24231,77.70399
Devanahalli Cross Sulibele,1m0,13.18482,77.79795
Devanahalli Cross Sulibele,3g0,13.18495,77.79797
Devanahalli Cross Sulibele,4y1,13.18487,77.79804
Devanahalli Govt Hospital,1o6,13.25751,77.72657
Devanahalli Govt Hospital,2jj,13.25748,77.72655
Devanahalli New Bus Station,5d2,13.24528,77.71281
Devanahalli New Bus Station,n0,13.24557,77.71294
Devanahalli Old Bus Stand,43r,13.24853,77.71547
Devanahalli Old Bus Stand,61j,13.24845,77.7156
Devanahalli Talluk Office,2r8,13.24358,77.70893
Devanahalli Talluk Office,3hf,13.24363,77.70877
Devaninjayyanapalya,1lt,13.01712,77.41453
Devannanapalya,2hy,13.07734,77.43133
Devannanapalya,6y,13.07769,77.43139
Devarabisanahalli,3hz,12.92402,77.69504
Devarabisanahalli Ring Road,3av,12.93218,77.68729
Devarabisanahalli Ring Road,4og,12.93145,77.68686
Devarachikkanahalli,2t0,12.88887,77.61556
Devarachikkanahalli,5oh,12.88899,77.61555
Devarahalli Cross,23u,13.2405,77.61094
Devarahalli Cross,3ih,13.24054,77.61099
Devasandra,4jv,13.00618,77.70009
Devasandra,5dh,13.00621,77.70012
Devasandra Chikkamaranahalli,3ex,13.03636,77.5664
Devasandra Chikkamaranahalli,4ql,13.03638,77.56656
Devashettyhalli,1nj,13.02425,77.82109
Devashettyhalli,zi,13.02419,77.82104
Devasthana Bidluru,34t,13.27827,77.68983
Devasthana Bidluru,hu,13.27826,77.68979
Devegowda Hospital,1zv,12.92041,77.55998
Devegowda Hospital,5mz,12.92053,77.56002
Devegowda Petrol Bunk,288,12.92141,77.56027
Devegowda Petrol Bunk,3kv,12.92189,77.56058
Devegowda Petrol Bunk,3ok,12.92194,77.55914
Devegowda Petrol Bunk,59c,12.9227,77.56033
Devinagara Cross,4uv,13.047,77.56904
Devinagara Cross,c8,13.04692,77.5692
Devis Road,19s,13.00426,77.61968
Devis Road,4zg,13.00327,77.61899
Dhaba Gate,5rc,13.22638,77.68726
Dhaba Gate,66m,13.22644,77.68707
Dhananayakanahalli,21n,12.93885,77.46781
Dharma Nayakana Tandya,19a,13.03018,77.34885
Dharma Nayakana Tandya,2sl,13.03025,77.34879
Dharmapura,274,13.26845,77.80071
Dharmapura,28n,12.81279,77.62759
Dharmapura,3qg,12.81294,77.62756
Dharmapura,51x,13.26839,77.80073
Dharmapura Cross,2mi,13.26445,77.80909
Dharmapura Cross,3jt,13.26412,77.80899
Dharmapura Gate,5ct,13.28389,77.80409
Dharmapura Gate,fm,13.28387,77.80407
Dhobi Ghat Rajajinagara,2an,12.98565,77.54912
Dhobi Ghat Rajajinagara,3cb,12.98761,77.551
Dhobi Ghat Rajajinagara,4np,12.98721,77.55089
Dhobi Ghat Rajajinagara,51q,12.98551,77.54934
Dhobi Ghat Rajajinagara,57d,12.98701,77.55087
Dhoopanahalli,2dd,12.96354,77.64156
Dhoopanahalli,3nm,12.96342,77.64169
Dhoopanahalli,zg,12.96336,77.64146
Diacon Hospital,292,13.00398,77.55002
Diacon Hospital,au,13.00379,77.55003
Dibbur Cross,3bl,13.17267,77.53019
Dibbur Cross,57k,13.17269,77.53014
Dibbur Cross,ru,13.17264,77.53015
Dickenson Road,3v,12.98086,77.61073
Dickenson Road,5bw,12.98081,77.61058
Dinnur,23x,13.25253,77.80191
Dinnur,3h7,12.99165,77.75146
Dinnur,4t3,12.99159,77.7515
Dinnur,57z,13.25266,77.80192
Dinnur Cross,53g,13.25085,77.80137
Dinnur Cross,qt,13.25083,77.80129
Dinnur Main Road,411,13.02395,77.5989
Dinnur Main Road,4at,13.02401,77.59884
Dinnur Sudhamanagara,126,12.71452,77.70584
Dinnur Sudhamanagara,1i9,12.71445,77.70591
Diwanarapalya,19v,13.02674,77.5618
Diwanarapalya,44s,13.02679,77.56182
Doctors Layout Kasturinagara,1mg,13.00614,77.65945
Doctors Layout Kasturinagara,3dt,13.00614,77.65944
Dodda Aladamara,3lx,12.90999,77.39551
Dodda Aladamara,3rz,12.90992,77.39537
Dodda Aladamara Cross,3hk,12.96392,77.40728
Dodda Aladamara Cross,3o8,12.96386,77.40744
Dodda Basti,348,12.93967,77.47298
Dodda Basti,hg,12.93956,77.47289
Dodda Bettahalli,3yq,13.0943,77.55426
Dodda Bettahalli,4h8,13.09433,77.5542
Dodda Bommasandra,161,13.06065,77.55889
Dodda Bommasandra,1z,13.06022,77.55886
Dodda Bommasandra Arch,1xs,13.05884,77.55928
Dodda Bommasandra Arch,cc,13.05835,77.5591
Dodda Byalakere,1n7,13.11354,77.52473
Dodda Byalakere,2s0,13.11275,77.52495
Dodda Byalakere,617,13.11267,77.52494
Dodda Dasarahalli,28u,13.00454,77.83087
Dodda Dasarahalli,2se,13.00462,77.8308
Dodda Dasarahalli Cross,3yg,12.99815,77.84145
Dodda Dasarahalli Cross,679,12.99821,77.84148
Dodda Dunnasandra,40t,12.97683,77.81661
Dodda Dunnasandra,5zx,12.97685,77.81653
Dodda Dunnasandra Cross,1gn,12.97608,77.82017
Dodda Dunnasandra Cross,3fc,12.97585,77.82046
Dodda Dunnasandra Cross,5km,12.97599,77.82056
Dodda Gubbi,1ot,13.07144,77.67359
Dodda Gubbi,4yv,13.07146,77.67375
Dodda Gubbi,5s0,13.07093,77.67401
Dodda Hagade,3aa,12.74688,77.68924
Dodda Hagade,q,12.74684,77.6892
Dodda Hullur Gate,5c3,13.10193,77.82162
Dodda Hullur Gate,b5,13.10189,77.82166
Dodda Hulluru School Gate,1mf,13.0973,77.81685
Dodda Hulluru School Gate,si,13.09719,77.81684
Dodda Kurabarahalli,2he,13.22559,77.80913
Dodda Kurabarahalli,63t,13.22553,77.8092
Dodda Maralawadi,2fj,12.61221,77.52529
Dodda Nagamangala,4ok,12.86238,77.67481
Dodda Nagamangala,5eo,12.86231,77.67491
Dodda Nagamangala Tirumala Bekary,2of,12.8623,77.67814
Dodda Nagamangala Tirumala Bekary,5x0,12.86224,77.67794
Dodda Nallala,359,13.08402,77.89655
Dodda Nallala,yh,13.08426,77.89664
Dodda Nekkundi,5dt,12.97146,77.69418
Dodda Nekkundi,i4,12.97154,77.69429
Dodda Nekkundi Bridge/Rainbow Hospital,1cc,12.97499,77.69764
Dodda Nekkundi Bridge/Rainbow Hospital,v0,12.97565,77.697
Dodda Nekkundi Cross,2id,12.96796,77.6934
Dodda Nekkundi Cross,3rb,12.96793,77.6933
Dodda Nekkundi Junction,2bh,12.95607,77.69166
Dodda Nekkundi Junction,2rl,12.95617,77.69173
Dodda Thimmanahalli,1uz,13.26947,77.76217
Dodda Thimmanahalli,l,13.26946,77.76211
Dodda Thimmasandra,3c0,12.88087,77.80619
Dodda Thimmasandra Gate,3im,12.87911,77.81302
Dodda Thimmasandra Gate,66j,12.87879,77.81277
Dodda Tumkur,1h9,13.22616,77.53104
Dodda Tumkur,dv,13.22623,77.53104
Doddabadhegere Gate,55g,12.66896,77.48294
Doddaballapura Bus Stand,1fa,13.29346,77.54224
Doddaballapura Railway Station,5mo,13.28041,77.55162
Doddaballapura Railway Station,yd,13.28041,77.55172
Doddaballapura Tollgate,2x8,13.29569,77.53633
Doddaballapura Tollgate,2z2,13.29568,77.53639
Doddabele,3g5,12.88874,77.47754
Doddabele Colony,4ky,12.89157,77.47164
Doddabidarakallu,57s,13.03594,77.49368
Doddadenahalli 1,it,13.0683,77.91946
Doddagattiganabbe,1lo,13.03369,77.78788
Doddagattiganabbe,666,13.03366,77.78798
Doddagattiganabbe Cross,3c8,13.03341,77.78551
Doddagattiganabbe Cross,51t,13.03336,77.78551
Doddagattiganabbe Cross,mt,13.03345,77.78547
Doddajala,1dy,13.17735,77.65338
Doddajala,328,13.1773,77.65328
Doddakallasandra,2x0,12.88596,77.55671
Doddakallasandra,675,12.88574,77.5565
Doddakallasandra Metro Station,236,12.88467,77.55312
Doddakallasandra Metro Station,57t,12.88469,77.55255
Doddakammanahalli,1hs,12.85302,77.59989
Doddakammanahalli,24s,12.85316,77.59994
Doddakannalli,1rz,12.90731,77.69556
Doddakannalli,2g3,12.90719,77.69557
Doddakukkanahalli,2ug,13.17505,77.44123
Doddakukkanahalli,68,13.1752,77.44119
Doddakuntanahalli,2f0,12.81213,77.44975
Doddakuntanahalli,47h,12.8122,77.44968
Doddamaranahalli,2xs,12.93053,77.38284
Doddamaranahalli,34s,12.93056,77.38286
Doddamma Temple,4h5,12.8474,77.69092
Doddamma Temple,5c5,12.87835,77.69884
Doddamma Temple,5o3,12.8472,77.69068
Doddanalluru,25i,13.1915,77.76329
Doddanalluru,w9,13.19142,77.76329
Dodderi College,1j5,12.86752,77.38597
Dodderi College,ww,12.86757,77.38586
Dodderi Grama,2ei,12.86644,77.37822
Dodderi Grama,3yt,12.86629,77.3774
Dodderi Tumkur Road,304,13.16986,77.30933
Dodderi Tumkur Road,5vb,13.16968,77.30925
Doddy,3ms,13.16982,77.45169
Doddy,57j,13.00266,77.61215
Doddy,67s,13.16962,77.45169
Doddy,e2,13.0026,77.61213
Doddy Chikkakuntanahalli,3eb,12.79709,77.44145
Doddy Chikkakuntanahalli,5bi,12.79692,77.44138
Doddypalya,5jp,12.85787,77.47216
Dombara Doddy Cross,2xx,12.70197,77.39316
Dombarahalli,3eo,13.0491,77.45981
Dombarahalli,a5,13.04914,77.45984
Dombarahatti Dongadipura Cross,2nb,12.97213,77.46048
Dombarahatti Dongadipura Cross,4ek,12.9722,77.46049
Domlur,31a,12.96111,77.63809
Domlur,3tp,12.96758,77.87192
Domlur,50a,12.96122,77.63667
Domlur Bridge,2zw,12.96356,77.63834
Domlur Cross,2s9,12.97456,77.8559
Domlur Cross,3vp,12.97476,77.8556
Domlur Flyover,15k,12.95799,77.64146
Domlur Flyover,1vt,12.9606,77.64155
Domlur Flyover,3mw,12.96045,77.64251
Domlur Flyover,64r,12.96048,77.64352
Domlur Flyover,tx,12.9577,77.64133
Dommara Doddy,3is,12.7028,77.39699
Dommasandra,4yw,12.8796,77.75371
Dommasandra,5n1,12.87953,77.75375
Dommasandra Circle,3qq,12.88322,77.75241
Dommasandra Circle,4qo,12.88311,77.75246
Donnehalli,4au,12.88427,77.37521
Donnehalli,o8,12.88423,77.37519
Dorekavalu,27j,13.26215,77.68634
Dorekavalu,29c,13.26212,77.68637
Double Road,3oo,12.87874,77.60967
Double Road,4rj,12.87874,77.6097
Double Road BEML Layout,1vs,12.9148,77.52066
Double Road BEML Layout,3x9,12.91489,77.52066
Double Road BEML Layout,5n3,12.91558,77.51347
Double Road Indiranagara,4g5,12.97832,77.6366
Double Road Indiranagara,4ti,12.97821,77.63645
Dr Ambedkar Nagara,57u,12.97981,77.75279
Dr BR Ambedkar Bus Terminal (Domlur),1of,12.96163,77.63881
Dr BR Ambedkar Bus Terminal (Domlur),ce,12.96191,77.63853
Dr Shivaramkaranth Residents,41v,13.06908,77.62542
Dr Shivaramkaranth Residents,5wg,13.06893,77.62544
Dr.Shivaramakaranth Nagara,4f2,13.06812,77.62939
Dr.Shivaramakaranth Nagara,4ve,13.06831,77.62917
Dubasipalya,zv,12.92747,77.4952
Dubasipalya Cross,59,12.92273,77.49603
Dubasipalya Cross,gu,12.9229,77.49583
Dudapanahalli,102,12.96018,77.29642
Dudapanahalli,449,12.96021,77.29614
Durga Bakery Mallathahallli,1wm,12.96098,77.50162
Durga Parameshwari Temple,27r,13.08182,77.55979
Durga Parameshwari Temple,545,13.08182,77.55975
Dwaraka Nagara,2xl,13.08783,77.49516
Dwaraka Nagara,4ez,13.12136,77.61808
Dwaraka Nagara,4zk,13.12125,77.61816
Dwaraka Nagara,5uw,13.0878,77.49515
Dyavalingaiahnapalya,1ti,12.85026,77.41591
Dyavalingaiahnapalya,1vl,12.8502,77.41584
Dyavarahalli,5o0,13.23979,77.59911
Dyavarahalli,5rv,13.23978,77.59916
Dyavarahalli Cross,2rv,13.23135,77.60747
Dyavarahalli Cross,469,13.23141,77.60744
Dyavarahalli Gate,50n,13.23138,77.60738
Dyavasandra,mi,12.75752,77.648
Dyavasandra,sh,12.75753,77.64803
Dyavasandra Cross,2ek,12.75791,77.64044
Dyavasandra Cross,3dv,12.75797,77.64048
E Hosuru,32e,13.22705,77.60586
E Hosuru,4fw,13.22706,77.60585
E Muthsandra,1mu,13.14543,77.81562
E Muthsandra,5h3,13.14535,77.81581
ELC City Phase-2 Xavier Institute of Management,5hp,12.84765,77.67501
ELC NICE Road,14u,12.85806,77.65885
ELC NICE Road,3o2,12.85824,77.6588
ELC Toll Point,1ep,12.84621,77.67184
EMC2,2sg,12.98256,77.69301
EMC2,3tj,12.98239,77.69288
ESI Hospital Indiranagara,5aa,12.97136,77.63627
ESI Hospital Rajajinagara,3gt,12.99101,77.55084
ESI Hospital Rajajinagara,4kp,12.99075,77.55091
ESI Hospital Rajajinagara,5hs,12.99069,77.55258
ESI Hospital Rajajinagara,mq,12.99041,77.55256
ESI Hospital White Field,51n,12.99076,77.70641
Eagleton Resort,11q,12.81067,77.41626
Eagleton Resort,15j,12.81054,77.41626
East End Jayanagara,448,12.91709,77.59683
East End Jayanagara,5ea,12.91684,77.59739
East End Jayanagara,r3,12.91671,77.59629
East Point College,14n,13.05001,77.72002
East Point College,4q3,13.05085,77.71401
East Point College,50p,13.05014,77.71999
East Railway Station,4iq,13.00143,77.61865
East West College Cross,4z5,12.98568,77.48629
East West College Cross,5bu,12.98559,77.48632
East West Public School,5i1,13.00556,77.55638
East West Public School,5vm,13.00547,77.55647
Ebenezer International School,2uh,12.83948,77.70655
Echalamara Vidyaranyapura,2y2,13.08008,77.55932
Echalamara Vidyaranyapura,52j,13.08,77.55935
Eco Space,2p6,12.92776,77.68049
Eco Space,6e,12.92838,77.6812
Ejipura,1kg,12.94669,77.62883
Ejipura,5mi,12.94684,77.62876
Ejipura School,197,12.94257,77.63085
Ejipura School,1d0,12.94272,77.63081
ElC City Phase-2 Xavier Institute of Management,4ja,12.84756,77.67529
Electric B Station,4zz,12.97405,77.61394
Electronic City,30f,12.84549,77.6653
Electronic City,35d,12.84815,77.67083
Electronic City,3f8,12.84536,77.66543
Electronic City,4ut,12.84724,77.67058
Electronic City,58o,12.84702,77.67082
Electronic City,69,12.84756,77.6707
Electronic City East Phase-II,h0,12.84498,77.68094
Electronic City FLY,2qt,12.84813,77.67072
Electronic City FLY,37e,12.84598,77.67202
Electronic City PESIT College,2fc,12.85881,77.6624
Electronic City PESIT College,5kh,12.85897,77.66179
Electronic City Toll,4f3,12.8458,77.66797
Electronic City Wipro Main Gate,1uq,12.83594,77.65742
Elgin Floor Mill,17m,12.95814,77.60612
Elgin Floor Mill,3j3,12.95873,77.6061
Embassy School,2du,13.17391,77.59548
Embassy School,3v0,13.17387,77.59547
Eradu Kamba,59v,12.849,77.45135
Eradu Kamba,94,12.84898,77.45135
Eranapalya,5it,12.97494,77.50189
Eranapalya,fr,12.97485,77.5018
Escorts,375,13.10263,77.58569
Escorts,3h6,13.10278,77.58564
Eshwara Layout,241,12.89149,77.57564
Eshwara Layout,4so,12.89145,77.57566
Eshwara Temple Puttayyanapalya,2kl,12.95351,77.41175
Eshwara Temple Puttayyanapalya,4wa,12.95336,77.41179
Estate Tavarekere,23i,12.95436,77.40395
Estate Tavarekere,2m3,12.95449,77.40404
Exide Gate,2y8,12.83503,77.78528
Exide Gate,53a,12.83507,77.78537
Fairland Shop,585,12.95044,77.62531
Fairland Shop,59n,12.95041,77.62546
Fathima Church,31w,13.05478,77.5415
Fathima Church,5g2,13.05478,77.54137
Forest Gate,4dv,12.99185,77.45952
Forest Gate,4uc,12.99176,77.45971
Form House Gorinabele,47j,13.04568,77.35321
Forum Mall,1do,12.9346,77.61228
Forum Mall,2pr,12.95977,77.74683
Forum Mall,30e,12.95943,77.7468
Frazer Town,33m,13.00098,77.61257
Frazer Town,34x,13.00115,77.61196
Frazer Town,3qy,13.00082,77.61144
Fullinfaws College Yelenahalli,3vg,12.86846,77.61615
Fullinfaws College Yelenahalli,tf,12.89524,77.61154
G Hosahalli,2mx,12.99592,77.47847
G Hosahalli Road Junction,672,12.98814,77.47534
GBJ Colony Gate Doddanekkundi,5mc,12.95753,77.69134
GBJ Colony Gate Doddanekkundi,6,12.95769,77.69141
GG Palya Toll,1xi,13.03105,77.53588
GKVK,174,13.07792,77.58007
GKVK GATE,296,13.0735,77.59304
GKVK GATE,ni,13.0734,77.59328
GKVK GATE,uf,13.07246,77.59253
GKVK GATE,yn,13.07276,77.59292
GKW Layout,4me,12.96802,77.52845
GM Palya,5qh,12.97519,77.66605
GM palya,50q,12.9752,77.66618
GPO,4tz,12.98173,77.5951
GPO,58q,12.98137,77.59436
GPO,8y,12.98137,77.59405
GR College,zp,12.83585,77.49324
GR Tech Park ITPL,5tc,12.98681,77.74338
GR Tech Park ITPL,5w9,12.98666,77.74351
GRG Dairy Thirupalya,5gj,12.81863,77.67176
GTRE Engine Division,49e,12.98352,77.64929
GTRE Engine Division,53d,12.9836,77.64942
Gadenahalli,5l2,13.18817,77.61756
Gadenahalli,6c,13.18823,77.61752
Gadenahalli Cross,5co,13.20279,77.6032
Gadenahalli Gate,1g4,13.19583,77.6195
Gadenahalli Gate,kx,13.19593,77.61956
Gadigaiahana Doddy,91,12.85266,77.33857
Gadipalya,1b5,12.76627,77.52846
Gadipalya,5i8,12.76631,77.52849
Galaxy Paradise (Tent),2yh,12.89162,77.62585
Galaxy Paradise (Tent),ib,12.89167,77.62588
Ganagalu,110,13.04925,77.80186
Ganagalu,527,13.04925,77.802
Ganagalu Cross,3e5,13.04599,77.79768
Ganagalu Cross,5f4,13.04597,77.79761
Ganagaluru,2oa,12.91119,77.85169
Ganagaluru,3mk,12.91118,77.85165
Ganagaluru Circle,4k2,12.89343,77.85012
Ganagaluru Circle,5gi,12.89332,77.85016
Ganagaluru Cross,36n,12.91382,77.86169
Ganagaluru Cross,nf,12.91373,77.86184
Ganakal,2u5,12.85251,77.35728
Ganakal,6t,12.85243,77.35726
Ganakal,ii,12.89801,77.51231
Ganakal,t0,12.9573,77.38166
Ganakal2,59w,12.89789,77.51221
Ganapathi Nagara Raghavendra Badavane,4wy,13.07897,77.49701
Ganapathi Nagara Raghavendra Badavane,8t,13.07897,77.49707
Ganapathihalli,2km,12.91791,77.39531
Ganapathihalli,o3,12.91776,77.39526
Ganapathipura,2o5,12.89327,77.57188
Ganapathipura,as,12.89338,77.57192
Gandhi Bazaar,2x4,12.94622,77.57014
Gandhi Circle Magadi,1uu,12.95759,77.23518
Gandhi Circle Magadi,g9,12.95776,77.23538
Gandhi Farm Gate,ht,12.64478,77.49757
Gandhi Grama,3fq,13.04723,77.33926
Gandhi Grama,b7,13.04717,77.3392
Gandhi Nagara,2ni,12.79003,77.50442
Gandhi Nagara,3o0,12.79019,77.50452
Gandhi School,290,12.98812,77.56791
Gandhipura,2sk,12.9697,77.75241
Gandhipura,vy,12.96968,77.75239
Gandragulipura,29d,13.11709,77.35979
Gandragulipura,344,13.11704,77.35981
Ganesh Mantapa,2d2,13.01818,77.64734
Ganesha Bhavan,382,12.94411,77.56426
Ganesha Circle Vaddarahalli,510,13.02569,77.45495
Ganesha Circle Vaddarahalli,5z8,13.0257,77.45491
Ganesha Gudi Nelamangala,152,13.08377,77.39289
Ganesha Gudi Nelamangala,2a,13.08363,77.39293
Ganesha Temple Bettanahalli,1fh,13.21139,77.58526
Ganesha Temple Bettanahalli,255,13.21135,77.58525
Ganesha Temple Chandra Layout,5on,12.95803,77.52876
Ganesha Temple Chandra Layout,64b,12.95772,77.52863
Ganesha Temple Mahalakshmi Layout,3g8,13.00868,77.54313
Ganesha Temple Mahalaskhmi Layout,3a3,13.00862,77.5432
Ganesha Temple Sahakara Nagara,2v4,13.06289,77.58517
Ganesha Temple Sahakara Nagara,3an,13.0596,77.59
Ganesha Temple Sahakara Nagara,5nv,13.05955,77.58992
Ganesha Temple Sahakara Nagara,ez,13.06342,77.58561
Ganesha Temple Tavarekere,43y,12.96708,77.40326
Ganesha Temple Tavarekere,id,12.9671,77.40341
Ganesha Temple Thippasandra,3my,12.97206,77.65412
Ganesha Temple Vasanthanagara,3l7,12.99516,77.59216
Ganesha Temple Vasanthanagara,58p,12.99524,77.59199
Ganga International School,1wb,13.02827,77.49633
Ganga International School,3xk,13.02831,77.49627
Gangadaranapalya,4y6,13.12071,77.37612
Gangadhara Kalyana Mantapa,1n2,13.07995,77.51115
Gangadhara Kalyana Mantapa,3vt,13.08,77.51137
Gangadharanapalya,1vb,13.12078,77.37601
Gangamma Circle,1r4,13.05769,77.54635
Gangamma Circle,2ia,13.05663,77.54654
Gangamma Circle,58d,13.05663,77.54672
Gangamma Circle,64p,13.05776,77.54635
Gangamma Temple Maralawadi Road,2ra,12.63621,77.49902
Gangappanahalli,1pi,12.95852,77.35131
Gangappanahalli,26a,12.95872,77.35111
Gangappanahalli,4as,12.95643,77.35382
Gangapura,33p,13.15297,77.60736
Gangapura,66i,13.153,77.6074
Gangasandra,4r2,12.84626,77.47073
Gangasandra,y9,12.84622,77.47075
Gangavara,2j0,13.15294,77.76347
Gangavara,3mu,13.15285,77.76346
Gangenahalli,497,12.98369,77.39188
Gangenahalli,4k,13.02309,77.5841
Gangenahalli,80,13.02256,77.58457
Gangenahalli Cross,2t3,12.97287,77.39994
Gangenahalli Cross,5lc,12.97277,77.3999
Gangenahalli Junction,192,12.98348,77.38713
Gangenahalli Junction,43w,12.9835,77.38718
Gangondanahalli,44i,13.02164,77.46773
Gangondanahalli,57f,13.02162,77.46776
Gangondanahalli Cross,ex,13.029,77.46453
Gangondanahalli Cross,fe,13.02898,77.46448
Gangondanahalli Masjid,uo,12.94965,77.52684
Gangothri Circle,3u1,12.91967,77.61291
Gangothri Circle,xf,12.91965,77.61299
Ganigarahalli,64o,13.08919,77.5106
Ganigarahalli,kc,13.08911,77.51
Ganigarapalya,2pk,12.87618,77.53297
Ganigarapalya,3ig,12.87601,77.53311
Ganigarapalya Cross Yantaganahalli,1qp,13.06567,77.35991
Ganjalahalli,1cf,13.15249,77.90164
Ganjalahalli,5gu,13.15247,77.90177
Gantaganahalli,2jg,13.1433,77.58856
Gantaganahalli,4g7,13.14336,77.58862
Gantakana Doddy Cross,3hg,12.74144,77.48828
Gantakana Doddy Cross,4rm,12.74138,77.48824
Garden City College TC Palya,2c1,13.02443,77.70712
Garden City College TC Palya,3x2,13.02432,77.70708
Garments Factory Borugunte,3kc,12.84552,77.7829
Garments Factory Borugunte,4y7,12.8445,77.78312
Garuda Mall,1dx,12.97026,77.61066
Garuda Mall,3gf,12.96969,77.61042
Garudacharpalya,1sd,12.99403,77.70158
Garudacharpalya,3cd,12.99388,77.70172
Garudappa Circle Thigalarapalya,4ml,13.01568,77.48413
Garudappa Circle Thigalarapalya,63,13.01572,77.48414
Garvebhavipalya,4ef,12.89609,77.63534
Garvebhavipalya,5ye,12.8964,77.63566
Gas Factory Kempalinganahalli,164,13.09248,77.3641
Gas Factory Kempalinganahalli,os,13.09242,77.36416
Gattahalli,19z,12.86832,77.70359
Gattahalli,5l0,12.86831,77.70361
Gattigerepalya,2rg,12.88356,77.50221
Gattigerepalya,3s5,12.88369,77.50223
Gavi Gangadareshwara Temple,18z,12.94915,77.56258
Gavi Gangadareshwara Temple,1yy,12.94898,77.5625
Gavinagamangala Gate,3qe,12.93605,77.2435
Gavinagamangala Gate,h6,12.93611,77.24346
Gaviyappa Thimayya Layout,336,12.91385,77.5317
Gaviyappa Thimayya Layout,dx,12.91383,77.53175
Gayathri Nagara,5fa,12.99828,77.55991
Gayathri Nagara,5nq,12.99824,77.55996
Gayathri Nagara Cross,1uo,13.01481,77.38346
Gayathri Nagara Cross,4mr,13.01495,77.38348
Geddalahalli,3z6,13.04838,77.6454
Geddalahalli,4e5,13.03077,77.57751
Geddalahalli,538,13.03082,77.57751
Geddalahalli,7t,13.0484,77.64532
Geddalapura,1b9,12.9956,77.84059
Geddalapura,4i0,12.99577,77.84056
Geetanjali Layout,1e3,12.97692,77.65471
Geetanjali Layout,4l1,12.97691,77.65482
Gejjigadahalli,5ps,13.06085,77.42893
Gejjigadahalli Colony,52a,13.0653,77.4304
Geleyara Balaga Extension Rajajinagara,1mn,13.00592,77.54107
Geleyara Balaga Extension Rajajinagara,3a6,13.00595,77.54112
Geleyara Balaga Layout,1nd,13.07131,77.50581
Geleyara Balaga Layout,56f,13.07117,77.50585
Genius Global School Kodathi,vm,12.87841,77.7167
Gerahalli,18d,13.03738,77.39068
Gerahalli,4ld,13.03725,77.3906
Gerupalya,1gb,12.88772,77.44429
Gidadakonenahalli,3jl,12.97371,77.48918
Gidadakonenahalli,4mv,12.97373,77.48929
Gidadakonenahalli Cross,j6,12.97455,77.48791
Gidadakonenahalli Cross,oq,12.97457,77.48786
Giddenahalli,1f,12.75666,77.62456
Giddenahalli,2wk,12.99275,77.41865
Giddenahalli,30v,12.99281,77.41863
Giddenahalli,5ni,12.75661,77.62457
Girigowdana Doddy,24j,12.74596,77.5234
Girigowdana Doddy,4s9,12.74611,77.52336
Girigowdana Doddy Colony,34l,12.74742,77.52342
Girigowdana Doddy Cross,2a6,12.76879,77.50956
